"camp_name","dataextract_dur","dataextract_start","dataextract_stop","datavalidate_dur","datavalidate_start","datavalidate_stop","duration","end_time","fi_enabled","launch_dur","launch_start","launch_stop","launchfi_dur","launchfi_start","launchfi_stop","peak_dur","peak_start","peak_stop","postfinish_dur","postfinish_start","postfinish_stop","postlaunch_dur","postlaunch_start","postlaunch_stop","prelaunch_dur","prelaunch_start","prelaunch_stop","run_n","start_time","transform_dur","transform_start","transform_stop"
"GoldenRun_FT_V5_1",7.867813110351562e-06,1779054896.8255262,1779054896.825534,8.58306884765625e-06,1779054896.8255873,1779054896.8255959,101.05429291725159,1779054896.8256514,"False",0.01675581932067871,1779054795.7716665,1779054795.7884223,6.4373016357421875e-06,1779054795.7884746,1779054795.788481,101.03699684143066,1779054795.788494,1779054896.825491,1.049041748046875e-05,1779054896.8255053,1779054896.8255157,1.2159347534179688e-05,1779054795.7884517,1779054795.7884638,9.775161743164062e-06,1779054795.7716484,1779054795.7716582,11.0,1779054795.7713585,1.1444091796875e-05,1779054896.8255637,1779054896.825575
"GoldenRun_FT_V5_1",8.344650268554688e-06,1779054998.0571349,1779054998.0571432,9.059906005859375e-06,1779054998.0571823,1779054998.0571914,101.05573153495789,1779054998.0572217,"False",0.030727148056030273,1779054897.0018861,1779054897.0326133,9.298324584960938e-06,1779054897.0326688,1779054897.0326781,101.02440404891968,1779054897.032694,1779054998.0570982,1.0728836059570312e-05,1779054998.0571132,1779054998.057124,1.2874603271484375e-05,1779054897.0326457,1779054897.0326586,4.792213439941406e-05,1779054897.0018291,1779054897.001877,12.0,1779054897.00149,1.239776611328125e-05,1779054998.057157,1779054998.0571694
"GoldenRun_FT_V5_1",1.0013580322265625e-05,1779055099.2511723,1779055099.2511823,7.152557373046875e-06,1779055099.2512224,1779055099.2512295,101.11258959770203,1779055099.2512581,"False",0.08890390396118164,1779054998.1390548,1779054998.2279587,8.106231689453125e-06,1779054998.2280486,1779054998.2280567,101.02306413650513,1779054998.2280712,1779055099.2511353,1.1205673217773438e-05,1779055099.25115,1779055099.251161,1.3589859008789062e-05,1779054998.228022,1779054998.2280357,1.049041748046875e-05,1779054998.139036,1779054998.1390464,13.0,1779054998.1386685,1.1444091796875e-05,1779055099.251198,1779055099.2512095
"GoldenRun_FT_V5_1",8.821487426757812e-06,1779055200.460068,1779055200.4600768,7.62939453125e-06,1779055200.4601142,1779055200.4601219,101.0947937965393,1779055200.4601483,"False",0.013634920120239258,1779055099.3657424,1779055099.3793774,6.9141387939453125e-06,1779055099.3794317,1779055099.3794386,101.08058023452759,1779055099.3794518,1779055200.460032,1.1444091796875e-05,1779055200.460046,1779055200.4600575,1.1444091796875e-05,1779055099.379408,1779055099.3794193,1.0013580322265625e-05,1779055099.3657246,1779055099.3657346,14.0,1779055099.3653545,1.1444091796875e-05,1779055200.4600887,1779055200.4601002
"GoldenRun_FT_V5_1",1.1682510375976562e-05,1779055301.6077633,1779055301.607775,1.049041748046875e-05,1779055301.607828,1779055301.6078384,101.09633278846741,1779055301.6079412,"False",0.016689300537109375,1779055200.513305,1779055200.5299942,8.106231689453125e-06,1779055200.5300524,1779055200.5300605,101.07760119438171,1779055200.5300753,1779055301.6076765,1.4066696166992188e-05,1779055301.607736,1779055301.6077502,1.3113021850585938e-05,1779055200.5300279,1779055200.530041,1.3828277587890625e-05,1779055200.51328,1779055200.5132937,15.0,1779055200.5116084,1.33514404296875e-05,1779055301.6077917,1779055301.607805
"GoldenRun_FT_V5_1",8.821487426757812e-06,1779055402.8264709,1779055402.8264797,7.3909759521484375e-06,1779055402.8265173,1779055402.8265247,101.13911437988281,1779055402.8265524,"False",0.07624435424804688,1779055301.707057,1779055301.7833014,6.67572021484375e-06,1779055301.78336,1779055301.7833667,101.04305028915405,1779055301.7833848,1779055402.826435,1.049041748046875e-05,1779055402.82645,1779055402.8264606,1.4781951904296875e-05,1779055301.7833333,1779055301.783348,1.0013580322265625e-05,1779055301.707038,1779055301.707048,16.0,1779055301.687438,1.0967254638671875e-05,1779055402.8264914,1779055402.8265023
"GoldenRun_FT_V5_1",1.3589859008789062e-05,1779055503.9493287,1779055503.9493423,9.775161743164062e-06,1779055503.949396,1779055503.9494057,101.05703258514404,1779055503.9494302,"False",0.012001514434814453,1779055402.8927505,1779055402.904752,6.4373016357421875e-06,1779055402.904811,1779055402.9048173,101.04444289207458,1779055402.904831,1779055503.9492738,1.8358230590820312e-05,1779055503.9492917,1779055503.94931,1.2159347534179688e-05,1779055402.9047868,1779055402.904799,1.0013580322265625e-05,1779055402.8927329,1779055402.8927429,17.0,1779055402.8923976,1.5497207641601562e-05,1779055503.9493625,1779055503.949378
"GoldenRun_FT_V5_1",1.1682510375976562e-05,1779055605.0669615,1779055605.0669732,9.059906005859375e-06,1779055605.0670207,1779055605.0670297,101.06171250343323,1779055605.067062,"False",0.03993821144104004,1779055504.0080972,1779055504.0480354,7.3909759521484375e-06,1779055504.0480926,1779055504.0481,101.01878547668457,1779055504.0481155,1779055605.066901,2.0265579223632812e-05,1779055605.066923,1779055605.0669432,1.3113021850585938e-05,1779055504.0480688,1779055504.0480819,1.0728836059570312e-05,1779055504.008078,1779055504.0080888,18.0,1779055504.0053494,1.5020370483398438e-05,1779055605.0669875,1779055605.0670025
"GoldenRun_FT_V5_1",1.5497207641601562e-05,1779055706.2537088,1779055706.2537243,0.0006420612335205078,1779055706.2544894,1779055706.2551315,101.14470291137695,1779055706.260104,"False",0.015675783157348633,1779055605.1157246,1779055605.1314003,7.62939453125e-06,1779055605.131453,1779055605.1314607,101.11969900131226,1779055605.1314743,1779055706.2511733,1.5735626220703125e-05,1779055706.253128,1779055706.2531438,1.2159347534179688e-05,1779055605.1314292,1779055605.1314414,1.049041748046875e-05,1779055605.1157064,1779055605.115717,19.0,1779055605.115401,1.7881393432617188e-05,1779055706.2537405,1779055706.2537584
"GoldenRun_FT_V5_1",8.106231689453125e-06,1779055807.5854073,1779055807.5854154,7.152557373046875e-06,1779055807.5854511,1779055807.5854583,101.06544899940491,1779055807.585498,"False",0.02439570426940918,1779055706.524991,1779055706.5493867,1.0728836059570312e-05,1779055706.5558994,1779055706.55591,101.02944445610046,1779055706.555927,1779055807.5853715,1.0967254638671875e-05,1779055807.5853856,1779055807.5853965,0.0006773471832275391,1779055706.5494144,1779055706.5500917,1.1682510375976562e-05,1779055706.524141,1779055706.5241528,20.0,1779055706.520049,1.1205673217773438e-05,1779055807.585427,1779055807.5854383
